MONTH,YEAR,NAME,OCCUPATION,COMMENT,Short Comments by Individual,Activism Letters,Think tank letters,Sentiment_Polarity,Evidence,Key Words,specific_sentiment,specific_evidence,specific_key,suggestion sentence,assertion sentence,
FEB,2020,Tiendra Severino ,Concerned Citizen ,"Hi. Tia Severino. Luke’s mom. In February 2018, I watched this panel unanimously approve the new HEPLASAV-B® vaccine for hepatitis B. This vaccine contains a new adjuvant that has not been tested with other vaccines. It is completely unknown how it will interact with adjuvants currently being used. Questions were asked about this and your Secretary stated that, “Generally speaking, vaccines can be given at the same time as other vaccines, but should be given in a different limb.” Giving vaccines in different limbs does nothing to stop them from mixing in the body. This is common sense. Yet, this ridiculous notion was accepted by this panel. Everyone voted “yes.” After voting, one of you did express concerns about the heart attacks in the trials and asked when information would be available from the public data surveillance system. The answer? “It will require people to be using the vaccine.” Hmm. This vaccine was rejected twice by the FDA (Food and Drug Administration). But now that you approved it for market, our children, the public, get to be experimented on. I have a problem with that! You should have a problem with that! Patients must be told about all potential risks with medical procedures, but for three years, the public has not been told that they’re part of a test group. Here’s an example. I have a friend named Isaac Lindenberger. He said I could talk about his experience. After his younger brother Ethan’s story became a national conversation, Isaac decided to get his vaccines for college. He went to the health department. They gave him 6 vaccines, 3 in each arm. One of them was your new HEPLASAV-B® vaccine. Hmm. Isaac was not told that this was a brand-new vaccine that came with a heart attack risk—that it had never been tested with other vaccines. He has no way of knowing what the long-term risks are for him. You know your suggestion to give it in another limb? Even that wasn’t done. He gave it in the same arm with 2 other vaccines. So, like it or not, Isaac’s part of your test group. Will he develop heart disease or autoimmune issues from this experimental vaccine? If he does, who is going to be held accountable? Nobody’s liable. They make them, you approve them, and then you wipe your hands clean! But guess what? We’re awake. We’re watching you. Your efforts to censor us, all your propaganda and your labels—they’re failing. People are waking up and we’re not going away. Thank you. ",1,0,0,2,This vaccine contains a new adjuvant that has not been tested with other vaccines.,"tested, adjuvant,risks",2,I watched this panel unanimously approve the new HEPLASAV-B® vaccine for hepatitis B. This vaccine contains a new adjuvant that has not been tested with other vaccines.,"Hep B, hepatitis B, HEPLASAV=B",0,0,
FEB,2020,Sandy Spaetti ,Concerned Citizen ,"I’d like to begin by quoting Colossians Chapter 3 Verse 23, “Whatever you do, work at it with all your heart as working for the Lord, not for human masters.” Ponder that. Ask yourselves, “Who am I serving? Am I truly serving the needs of the public and working for the greater good? Am I doing all that I can to ensure safe and effective vaccines for everyone? Am I serving God and doing what is right in his eyes, or has the pharmaceutical industry become my master?” Listen y’all, I had a very eye-opening dinner with Dr. Paul Offit this past October. I questioned Paul about the Hep B shot for newborns. He said, and I quote, “Babies need the Hep B shot because, for instance, mom brings baby home from the hospital and Uncle Joe comes to visit and sneezes on the baby.” I kid you not. That’s what he said. I was absolutely shocked. After a few seconds, I recovered and said, “Wait a minute Paul. Hold up. Does Uncle Joe have a nosebleed?” He changed the subject. Does Paul truly believe Hep B is transmitted via sneezing? Doubtful. A quick search on the CDC website verifies that it’s not. Or does he realize that there is no legitimate reason to vaccinate all babies for Hep B, so he just rattled off some crap. This exchange is just one illustration of why we no longer trust our doctors. Also, we don’t trust you, the ACIP members, to make wise recommendations for the vaccine schedule. Honestly, the schedule needs to be scrapped. You can start by removing that Hep B vaccine. That’s a change we could all get behind. We are fed up. We are sick and tired of you all smugly ignoring every testimony that comes before you. How can you sit here and listen to anguished parents telling you about their babies who have died and their injured children and continue to vote “yes” on every new recommendation? How do you sleep at night? You are perpetrating crimes against humanity truly. You don’t care about the wide varied genetics of these babies. You treat them like cookies going down an assembly line, all being punched with the same cookie cutter. You know that medicine is not and cannot be a one-size-fits-all approach. Yet, when it comes to vaccines, you lose all rational thought. What in the heck are you doing? Hear me loud, hear me clear. Your gig is up. The public is no longer deceived. You’ve lost our trust and all credibility. Think long and hard about what you’re doing and ask God to open your eyes and heart to the real truth about vaccines. Face the facts. Vaccines are harming children at an alarming rate. Give up that old tired sales pitch that “vaccines are safe and effective.” Quit denying the injuries and deaths. Stop saying adverse events are one in a million. Listen to the mothers, fathers, and grandparents who are screaming at the top of our lungs, “Vaccines harmed or killed my child!” I don’t think too many of you are concerned with serving God. I think you are primarily concerned about money. All you ever do is add to the schedule, add to the schedule, add to the schedule to make more money. I challenge you today. Prove me wrong. Prove me wrong by rescinding your recommendation for the Hepatitis B birth dose. There is no justification for Hep B at birth other than money. Rescind that recommendation.",1,0,0,1,"Also, we don’t trust you, the ACIP members, to make wise recommendations for the vaccine schedule. Honestly, the schedule needs to be scrapped. You can start by removing that Hep B vaccine","God, babies, deaths, injuries",1,Prove me wrong by rescinding your recommendation for the Hepatitis B birth dose,"Hep B, Hepatitis B",0,0,
FEB,2020,Savannah Starkey ,Concerned Citizen ,"I want to thank you for opportunity to come here today first and foremost. I didn’t come here today in hopes that my story would somehow touch your heart. I have seen you ignore the 10,000 victims before my son, and I have seen you ignore the thousands of victims after him. But instead I came here today to make history, because one day you will not be able to ignore these injuries and these deaths any longer. But most importantly, I came here today to honor my son, Baby Remi. When I see Remi again, I will be able to tell him that I did not give up on him and that I did not give up on the truth. Remi passed away 6 months ago approximately 12 hours after he received his CDC-recommended vaccinations at his 2-month appointment. The autopsy came back “anaphylactic adverse reaction to the multiple vaccinations received the day prior” in black and white, clear as day, listed as a concerning directly resulting in my son’s death. Remi had MTHFR (Methylene Tetrahydrofolate Reductase), which is a gene mutation that affects the body’s ability to detox and get rid of neurotoxins that are ingested, inhaled, and injected. MTHFR affects the central process of methylation. Folate is an important vitamin that your body needs to start the methylation process. Individuals with MTHFR have problems absorbing folate, leaving them deficient, ultimately hindering the methylation process. Methylation increases sulfation and the production of the master antioxidant glutathione. These two aid in excreting heavy metals, toxins, and pathogens out of the body. Without this essential process, you are at risk for adverse reactions and toxicity up to and including death. It is known that one-third of the population has an MTHFR mutation, and it is speculated that more than half have some variation of MTHFR. Coroners are refusing to do simple post-mortem tests to see if the deceased is positive for MTHFR. Coroners are not even testing the brains of these infants, which is where we all know the adverse reactions happen. How can you say that vaccines are safe when no testing is being done on healthy infants that pass away hours after they receive a vaccination or 8 of them? Better yet, why are we not doing genetic testing on every infant prior to any vaccinations? This would not fix the epidemic that you all have helped create, but it would be a good starting point.",1,0,0,2,Remi passed away 6 months ago approximately 12 hours after he received his CDC-recommended vaccinations at his 2-month appointment.,"baby, death, genetic, testing, MTHFR",0,0,0,0,0,
FEB,2020,Kevin Tuttle,Adverse Events Recovery and Information Center (AERIC) ,"Hi. I’m Kevin Tuttle, a former Air Force Officer, father of 2, as well as President of the Adverse Events Recovery and Information Center (AERIC), which helps fund recovery to the people injured by your decisions. I sat down the other day to watch Netflix and, as happens to every middle-aged man, I decided to watch a World War II documentary. It occurred to me while watching this that you people are going to be in a heap of trouble when the Nuremberg Tribunal- like trials happen here after your crimes against humanity are uncovered, because what history shows us is that truth prevails. My grandmother survived a Nazi regime that eventually crumbled due to what the world finally saw was happening—mass murder. Your tyrannical regime is also crumbling. The people are rising up against this slow Holocaust you’re inflicting upon us. You can’t hide the truth from parents who have witnessed vaccine harm. I read this week that your buddies at the WHO recently revised how adverse events after vaccination are classified so that if a child with a heart condition, for example, gets vaccinated and then dies, it was his heart condition that caused his death and not the vaccine. Isn’t that convenient? Tell me how that’s ethical. It’s shocking how a product that isn’t safety tested, isn’t tested for carcinogenicity or mutagenicity, and has no liability can be so revered amongst medical professionals. What you call “science” is simply marketing and people are seeing through it. For instance, people know that acute flaccid paralysis (AFP) is polio triggered by the oral polio vaccine (OPV). Changing the name doesn’t change the condition. Your lies are being uncovered. The lies that come from this board and the CDC cause far more sickness and death than measles, chickenpox, whooping cough, and all the other diseases there are vaccines for combined. Let’s take a look at some of your lies. Your slogan of “safe and effective”—the definition of “safe” is, “protected from or not exposed to danger or risk.” “Effective” means “successful in producing a desired or intended result.” Clearly, your products aren’t safe, since the Supreme Court ruled they were unavoidably unsafe and countless testimonies prove their danger. I can only presume your intended outcome is to injure and kill, so I'll let you have the “effective” portion of that. You should be sued for misleading advertising. When you tell patients that they need GARDASIL® or they will get HPV (human papillomavirus), that is a lie. When you say the flu shot is the best way to protect yourself from the flu, that is a lie. When you tell the new mother that her baby is in danger unless it receives the Hep B moments after birth, that is a lie. Vaccines don’t cause autism. That is a lie. Remember the Tuskegee Experiment? Their lives could have been saved, but those in authority watched them suffer and did nothing to help, much like the Nazi leadership. How is what you’re doing here any different? Your lies are catching up with you. I’d start worrying about that trial. ",1,0,0,1,You can’t hide the truth from parents who have witnessed vaccine harm.,"death, saftey, lies, autism, Nazi, Nuremberg",0,0,0,0,"For instance, people know that acute flaccid paralysis (AFP) is polio triggered by the oral polio vaccine (OPV). ",
FEB,2020,Dr. Debra Wexler,"Family Physician,Executive Director, Immunization Action Coalition (IAC) ","Good afternoon. I’m Debra Wexler, family physician and Executive Director of the Immunization Action Coalition (IAC) in St. Paul, Minnesota. I would like to say some words about access to vaccination today, because I think it remains a problem for many people who live in our country and I hope we can do more to address it. IAC got started after the measles epidemic in 1990 when across our nation, 166 people, primarily very young minority children in poor neighborhoods died and 11,000 were hospitalized. Measles took a big toll in the Twin Cities, and everyone in public health worked long hours to stop it. We had hundreds of children infected with measles. Three of our city’s Hmong refugee children died within a few days of each other in May of 1990, all around 1 year of age. These children were generally unvaccinated for many reasons: making an appointment was difficult if you didn’t speak English, lack of transportation to a clinic, and fear of receiving a bill was always present. There was no Vaccines for Children (VFC) program then. So, how did we stop measles in 1990 in our city? St. Paul Public Health led the charge, and this is the 50 people who were part of that charge. They and many others throughout the city helped, including my Federally Qualified Health Center (FQHC), La Clinica. We held weekly walk-in immunization clinics days and evenings throughout the city in public housing projects, community centers, with clinics, and in churches that served meals to the hungry. There were always nurses and multi-lingual staff on site to talk to people to vaccinate them on the spot. Many other cities did the same. That’s how many under-vaccinated communities became protected against measles in 1990. Local public health departments were going out to the people. Thank you local public health for all you did. But today, access problems continue with clinics still not easy to get to, language barriers, lack of health insurance, and reluctance to seek care for fear of deportation. And as we all know, today there is serious compounding factor that did not exist 30 years ago—the prevalence of anti-vaccine messaging. I think that we as healthcare professionals should once again be working closely with local public health to determine strategies for providing direct immunization services in under-served neighborhoods and ethnic communities where vaccination rates are low. Thirty years ago, I saw up close and personally the power of such an approach in protecting the lives of children. Thank you.",1,0,0,4,"I would like to say some words about access to vaccination today, because I think it remains a problem for many people who live in our country and I hope we can do more to address it.","access, public, health, refugee",0,0,0,I think that we as healthcare professionals should once again be working closely with local public health to determine strategies for providing direct immunization services in under-served neighborhoods and ethnic communities where vaccination rates are low.,"IAC got started after the measles epidemic in 1990 when across our nation, 166 people, primarily very young minority children in poor neighborhoods died and 11,000 were hospitalized.",
JULY,2020,"Debra Wexler, MD ","Family Physician,Executive Director, Immunization Action Coalition (IAC) ","My name is Dr. Debra Wexler. I am the Founder and Executive Director of the Immunization Action Coalition (IAC), a 30-year-old national non-profit organization focused on immunization education and advocacy. A core part of IAC’s mission is keeping our nation's healthcare professionals (HCP) informed about new and updated ACIP vaccination recommendations. The staff members of IAC are listening carefully to the ACIP deliberations today as you determine future recommendations for new vaccines that will prevent COVID-19 infections. COVID-19 infections have caused the deaths of more than 650,000 people globally, with almost one quarter of those deaths occurring in the US. We are all counting on the prospect of safe and effective vaccines to stem the course of this pandemic. On behalf of the entire staff of IAC, I want to thank all the members of the ACIP for the countless hours you have spent evaluating evidence of safety and effectiveness while also considering the public’s values and priorities in determining optimal recommendations for our nation's use of life-saving vaccines. Now with COVID-19, please know that the tremendous number of additional hours your work as an ACIP member requires is seen and appreciated. I also want to thank the staff of CDC for your long- standing commitment to protecting the public’s health as the most impactful field epidemiologists and public health scientists in the world. At IAC, we hold your expertise in the highest regard in leading the fight against COVID-19, and we look forward to supporting your efforts in educating immunization providers and the public about future national COVID-19 vaccine distribution and vaccination efforts. Finally, I want to express IAC’s deep appreciation to the thousands of scientists and other professionals working in governments, medical facilities, and pharmaceutical companies who have pulled together in an unprecedented global mission to develop new vaccines capable of saving hundreds of millions of lives for a virus we first recognized only a few short months ago. Again, thank you members of ACIP, CDC experts, and vaccine developers for your dedication and tireless efforts toward ending this pandemic. Thank you. ",0,1,0,5,The staff members of IAC are listening carefully to the ACIP deliberations today as you determine future recommendations for new vaccines that will prevent COVID-19 infections,"recommendation, safe, educate",0,0,0,0,0,
JULY,2020,"Bonnie Feola, MD, FAAP","Medical Director/General Pediatrician, Busy Bee Pediatrics","This is Dr. Bonnie Feola. I am a General Pediatrician from Salt Lake City, Utah at Busy Bee Pediatrics. I am the Medical Director of this independent pediatric practice. As a pediatrician, I am very familiar with conversations about immunizations. I have daily conversations with parents and caregivers about vaccines, the vaccine schedule, discussing vaccine safety, as well as reassuring my patients that yes, they will feel a little poke, but it is for a very important reason. Because we live in a world of global travel, an epidemic of measles or the reintroduction of polio is essentially a plane ride away. Globally, 1 in 5 children are not receiving life-saving vaccines. Vaccinations help stop the spread of communicable diseases. We are currently waiting on a vaccine for COVID-19. Unfortunately, during this COVID-19 global pandemic, many childhood vaccines have already been missed or delayed. My mother-in-law contracted polio when she was 11 years old before vaccine was available. She shared the following with me, “I got polio in the summer of 1950. The doctor made my parents take me to the city hospital where I was immediately put in an iron lung. I remember the room being filled wall-to-wall with children in iron lungs. It was terribly, terribly frightening. I was lucky that I wasn't in an iron lung very long. My polio was not as severe as others who died or were paralyzed for life, like my aunt who got it at the age of 37—the mother of three young children.” It was shortly after this time the Dr. Jonas Salk developed the polio vaccine. Having polio influenced her decision to become a nurse, and she made sure that her own 4 children were vaccinated, and she encouraged her patients to get their children vaccinated. She says that now she is 82 years old and has post-polio syndrome (PPS). Polio has affected her her whole life. The messages from my mother-in-law are clear and simple. Diseases cause illness and illnesses make people sick. We are lucky to live in a time of amazing scientific discovery and during the time when vaccines are available to reduce the impact of many scary and harmful diseases. Vaccines are safe. All vaccines are tested in thousands of people before they are licensed and are monitored extensively after being made available to the public. Vaccines are necessary. We live in a global world. We all know that diseases may be brought into the United States by those who travel abroad or from people visiting from areas with current outbreaks. This is what is happening now. COVID-19 is a highly contagious communicable disease. Currently, we are all at risk. Under-immunized children are similarly at risk for all other preventable communicable diseases. Vaccines save lives. Vaccinations work. I wish that my mother-in-law had been protected from polio. Luckily, my children are. My patients are. Vaccines have protected all of my families. I support the scientific community and the CDC in developing and administering life-saving vaccines. Thank you to the CDC, ACIP, and everyone for continuing to keep children and families healthy. Thank you.",1,0,0,5,Vaccines save lives. Vaccinations work.,"save, children, polio, safe",0,0,0,0,0,
JULY,2020,Michaela Jackson ,"Prevention Policy Manager , Hepatitis B Foundation","Thank you. My name is Michaela Jackson and I am the Prevention Policy Manager for the Hepatitis B Foundation, a national nonprofit dedicated to finding a cure and improving the quality of life for those affected by Hepatitis B. An estimated 2.2 million Americans are living with chronic Hepatitis B. While significant progress has been made with childhood vaccinations, adult vaccination rates remain low. Today, only 25% of all adults have completed the HepB vaccine series. We urge ACIP to consider a recommendation for universal Hepatitis B vaccination to help address these low rates and missed opportunities within guidelines. Current risk-based guidelines are difficult to implement. They ask providers to assess 13 different risk factors to determine if an adult should be vaccinated. If you add up all of the factors, that covers up to 84% of the US population. With such a high percentage of adults meeting vaccination recommendations, it makes the most sense to recommend universal adult Hepatitis B vaccination. There are up to 80,000 new cases of Hepatitis B each year. It is essential to note that the HepB vaccine is considered the first anti-cancer vaccine due to its ability to prevent primary liver cancer, the second deadliest cancer in the US. The 5-year survival rate of liver cancer is just 18%. If left unmanaged, 1 in 4 individuals living with chronic Hepatitis B will develop liver damage or liver cancer in their lifetime. Approximately 63% of the US population were born before ACIP’s childhood immunization recommendations potentially leaving them susceptible. Within this vulnerable population, the recent rise in incidence of HepB cases has increased the most amongst 30- to 49-year-olds attributed to the opioid epidemic. Although people who use drugs are recommended for vaccination, reported acute HepB cases have ranged from between 56% to 457% in states heavily impacted by the crisis. Such data is concerning in light of COVID-19 where multiple states have reported stopping or limiting their prevention and outreach services for STIs (sexually transmitted infections), including viral hepatitis. The pandemic has also emphasized the need for increased adult Hepatitis B vaccination efforts. Recent reports show that those living with liver diseases like Hepatitis B are more likely to have severe reaction to coronavirus, especially if the condition is uncontrolled. As many people infected with Hepatitis B are unaware due to a lack of symptoms, preventing this infection is critical to not overwhelming providers and hospitals during the pandemic. In closing, the United States has committed to eliminating viral hepatitis by 2030 but that cannot be done without addressing the low HepB vaccination rates amongst adults. Yesterday was World Hepatitis Day, the date chosen to honor Dr. Baruch S. Blumberg who discovered the Hepatitis B virus and created the first Hepatitis B vaccine. We have the tools to effectively eliminate HepB in the US, but continued support and resources are needed to fully utilize them. Thank you for your time and continuous efforts to protect vulnerable populations.",0,1,0,4,The pandemic has also emphasized the need for increased adult Hepatitis B vaccination efforts,"cancer, cure,vulnerable,reaction",5,The pandemic has also emphasized the need for increased adult Hepatitis B vaccination efforts,"HepB, Hepatitis B",We urge ACIP to consider a recommendation for universal Hepatitis B vaccination to help address these low rates and missed opportunities within guidelines. ,"Although people who use drugs are recommended for vaccination, reported acute HepB cases have ranged from between 56% to 457% in states heavily impacted by the crisis. Such data is concerning in light of COVID-19 where multiple states have reported stopping or limiting their prevention and outreach services for STIs (sexually transmitted infections), including viral hepatitis.",
JULY,2020,Ann Lewandowski,"Program Manager, Southern Wisconsin Immunization Consortium (SWIC) Founder, Wisconsin Immunization Network (WIN) ","Thank you. My name is Ann Lewandowski and I am the Program Manager for the Southern Wisconsin Immunization Consortium (SWIC) and the Founder of the Wisconsin Immunization Network (WIN). I would like to thank you for your time and effort in reviewing vaccines. Your work as an independent advisory council is something I often point to in my work promoting the safety and efficacy of vaccines. My comments today stem from my personal experience in seeking vaccines as an individual with an autoimmune disorder. I was pleased to hear the question being asked if patients with immunocompromising conditions or medications will be included in the studies during an earlier discussion. However, I was a bit concerned that the answer was not clear-cut. I bring this up due to my experience seeking the SHINGRIX vaccine. I have requested to receive it based on a history of shingles. I have been advised not to receive it due to a theoretical risk of relapse. I have been advised that the studies for those with autoimmune conditions are ongoing and more information will become available at some future point. Data coming in the future was not helpful when I had a shingles outbreak last year. Specific data on immunocompromising treatments would enhance public confidence of those with disorders and the doctors who treat them. Many of those who face autoimmune disorders have had challenges being diagnosed and often become distrustful of “traditional medicine,” with many becoming ripe for negative theories about vaccines. In fact, I just had a discussion yesterday about vaccines supposedly causing my disease. Even with the CDC’s vaccine myths page, the person continued to point to a vaccine insert as proof that the vaccine caused harm. We must make significant efforts to overcome the distrust of those impacted by these diseases and these groups to ensure that COVID vaccine is widely accepted. Listening to the treatment options, I was also concerned about the suggestion that monoclonal antibodies are a treatment therapy. I actually receive an antibody therapy every 6 months and it is designed to deplete my adult B-cells. There remain significant questions on whether or not I am able to produce an immune response to a vaccine, and if I will have a compromised immune response to the vaccine if I do mount one. Additional study would be important in understanding a good allocation of resources and, again, building public confidence. As we look to a new vaccine for a novel virus circulating the globe, I hope you consider stories like mine when making recommendations to the CDC and even Operation Warp Speed (OWS). Clinical trials must include a broad spectrum of the US and should consider differences in immune status and therapies with biologics. Thank you. ",0,1,0,4,"As we look to a new vaccine for a novel virus circulating the globe, I hope you consider stories like mine when making recommendations to the CDC and even Operation Warp Speed (OWS","autoimmune, risk, immune, safety",0,0,0,Clinical trials must include a broad spectrum of the US and should consider differences in immune status and therapies with biologics.,0,
JULY,2020,"Paul Darden, MD",Pediatrician & Head of General and Community Pediatrics University of Oklahoma Health Sciences Center ,"Thank you. I am Paul Darden. I am a Pediatrician and the Head of General and Community Pediatrics at the University of Oklahoma in Oklahoma City. Much of my career has been spent working with clinics in the community to measure and help them deliver preventive services to children. This has actually meant a lot of work on the delivery of routine vaccines, as these are the most effective in preventing illness and death in children. Certainly, early in my career, I cared for many children with vaccine-preventable diseases (meningitis, dehydration from rotavirus gastroenteritis, and even some tetanus). I don’t really miss those days and I don't want them to come back. Thanks to vaccinations and other healthcare advances, it is far less common for a pediatrician like me who practices in a tertiary medical care center to see any of these diseases. We are now in the middle of a worldwide pandemic, which is affecting all of healthcare and actually especially preventive care of children. We are also preparing for a new vaccine against COVID-19. One of the things I’m hearing in Oklahoma that really should be addressed is around the safety of the new vaccines, and really, I was thrilled with the conversation today around safety assessments. Those safety assessments need to be communicated. It needs to be layered and emphasize the planned safety assessments, especially with the new technologies. In addition, there really is a need to support practices to safely provide needed routine vaccinations in addition to the COVID-19 vaccine, including influenza vaccine. This might include support for or promoting funding of alternative venues for immunization, including funding to increase local health department direct delivery of vaccines, mobile vans, and pharmacies. One of the clinics I oversee has actually delivered more vaccines and another, because of the constraints of the facility, much less. I do want to say that I applaud the difficult work the ACIP does and actually really appreciate their guidance. I thank you for doing that work. Thank you. ",1,0,0,5,"Thanks to vaccinations and other healthcare advances, it is far less common for a pediatrician like me who practices in a tertiary medical care center to see any of these diseases.","children, saftey, pandemic, funding",0,0,0,0,0,
JULY,2020,Chief Gary Ludwig,"President, International Association of Fire Chiefs (IAFC) ","Good afternoon. My name is Chief Gary Ludwig. I am honored to serve as President of the International Association of Fire Chiefs (IAFC). Thank you for the opportunity to speak to you today about the importance of prioritizing firefighters and EMS personnel with respect to the COVID-19 vaccination program. Firefighters and paramedics are part of the health care delivery system. Even though we are in public safety, we are still healthcare workers. We are the warriors at the tip of the spear. When you see all of the outstanding work being done in the hospitals for COVID-19 by doctors, nurses, and others, please do not forget how those patients got there. The vast majority were transported there by ambulance. The fire service is the largest provider of emergency medical services in the United States, transporting some 30 million patients last year. Unfortunately, as of today, we have documented 60 firefighters—that’s 60 firefighters and EMS personnel—who have died from coronavirus as a result of being infected on duty. Additionally, over 1,000 firefighters have been infected and over 10,000 have been quarantined after being exposed. Many of these patient encounters did not occur in a sterile environment but were in the patient’s home or on the street. This increases the likelihood of infection and exposure. Fire departments are still reeling from earlier decisions to not prioritize first responders for access to PPE and COVID-19 testing. We are seeing shortages occurring again related to PPE and COVID-19 testing. Shortage are so bad that some fire departments are out of disposable PPE and must use ponchos and rain jackets. States are not prioritizing fire departments in opposition to federal guidance to receive PPE. I applaud the federal government for its Operation Warp Speed program; however, it is vital that fire and EMS personnel be placed at the highest priority tier once a vaccine is available. Fire and EMS personnel often are in close and sustained contact with members of the public and each other due to the unique demands of their jobs. EMS personnel provide hands-on patient care and routinely treat both low-acuity medical emergencies as well as provide advanced life support services such as intubation and resuscitation. Even non-EMS trained firefighters are normally trained in CPR and are in close physical contact with members of the public when providing CPR, rescuing them from car accidents or confined spaces, or are interacting on fire scenes. One New Jersey firefighter even died of COVID-19 that he contracted while responding to a homeowner who reported a gas leak emergency. In closing, the IAFC strongly urges the ACIP to include firefighters and EMS personnel on the highest priority tier for receiving a COVID vaccine when it is available. As we face increases in the number of COVID-19 patients and looming hurricane and wildland fire seasons, it is critically important that we protect our first responders. Thank you for your service for developing answers to these difficult questions. The IAFC stands ready and willing to assist the ACIP in any way possible. Thank you again.",0,1,0,4,Thank you for the opportunity to speak to you today about the importance of prioritizing firefighters and EMS personnel with respect to the COVID-19 vaccination program.,"EMS, paramedics, firefighter, exposure",0,0,0,"In closing, the IAFC strongly urges the ACIP to include firefighters and EMS personnel on the highest priority tier for receiving a COVID vaccine when it is available.","Unfortunately, as of today, we have documented 60 firefighters—that’s 60 firefighters and EMS personnel—who have died from coronavirus as a result of being infected on duty. Additionally, over 1,000 firefighters have been infected and over 10,000 have been quarantined after being exposed.",
JULY,2020,Claire Hannan,"Executive Director,Association of Immunization Managers (AIC) ","Good afternoon. My name is Claire Hannan. I have the privilege to serve as the Executive Director of the Association of Immunization Managers (AIC), the very individuals and public health agencies that strive daily to ensure the timely immunization of every child, teen, and adult in this nation. My comments are based on 23 years of working in public health where I’ve had the opportunity to learn from federal, state, and local health officials and to partner with public health advocates. I am grateful to the ACIP for asking the important questions, collecting and analyzing the critical data, and holding open review sessions for the public. As Dr. Messonnier stated, a successful COVID-19 vaccination campaign depends on so much more than clear recommendations from ACIP. Vaccine allocation, distribution, administration, and tracking will not happen without careful planning and coordination between all levels of government. Funding for CDC and state and local public health agencies is urgently needed. Public health departments at all levels are stretched thin. Staff with immunization expertise have been pulled into other aspects of pandemic response and some have been furloughed due to fiscal deficits. Therefore, resources are sorely needed to build and implement the COVID immunization program that will follow from the ACIP guidance. Coordinated planning between CDC, Operation Warp Speed, and state and local public health agencies is needed immediately as Dr. Messonnier stated. There are critical unknowns that must be addressed. Will allocation of vaccine doses and vaccine ordering be conducted through the existing CDC distribution system? Precisely what role will the Department of Defense (DoD) and the military play? Will the vaccine be provided free of charge to all Americans with no out-of-pocket costs regardless of insurance status? What data elements will vaccine providers be required to report to states and what elements will states be required to report to CDC? What kind of public engagement and communication plans are in place to assure the public will accept the vaccine and trust the oversight systems ensuring ongoing safety and effectiveness? These are just a few of the important logistical issues that public health agencies are grappling with as we race to prepare in advance of vaccine implementation. Immunization Program Managers and their partners in public health agencies stand ready to work with representatives from Operation Warp Speed and CDC. I was pleased to hear Dr. Messonnier mention more concrete micro planning and CDC technical assistance. We welcome this. Every awardee needs this collaboration with CDC to begin now with a sense of urgency. We are all in this together. As we face the greatest public health challenge of the century, we will all rise to the occasion. Thank you for the opportunity to comment. ",0,1,0,4,"Vaccine allocation, distribution, administration, and tracking will not happen without careful planning and coordination between all levels of government. Funding for CDC and state and local public health agencies is urgently needed. ","funding, state, local, CDC",0,0,0,0,0,
JULY,2020,"LJ Tan, MS, PhD","Chief Strategy Officer, Immunization Action Coalition (IAC) Co-Chair, National Adult and Influenza Immunization Summit (NAIIS) ","Thank you very much. Good afternoon. My name is LJ Tan. I am the Chief Strategy Officer for the Immunization Action Coalition. I also serve as a Co-Chair for the National Adult and Influenza Immunization Summit (NAIIS). Thank you for the opportunity to provide public comment to the committee. First, my deepest appreciation to each and every member of this committee for the amazing work that you do to ensure that the vaccines given to our population are extremely safe and effective. As a previous liaison member to this committee, I understand the work that you all do to consider all the data that are available. I am grateful that experts such as yourselves are engaged in these complex discussions that ultimately result in an ACIP recommendation for the use of the vaccine. I believe that as you develop recommendations for use of COVID-19 vaccines, and I have to shout out to today’s excellent presentations, you must continue to maintain ACIP’s high standards for evidence, clarity, and transparency as your deliberations proceed. In particular, I was pleased to hear Dr. Romero’s comment that the National Academy of Medicine’s (NAM) COVID-19 panel considering prioritizations of target populations is being collaborative with the ACIP. The importance of unifying the multiple deliberations surrounding the recommendations for use of any COVID-19 vaccine cannot be overestimated. Data should be considered and discussed collaboratively together to arrive at unified, evidence-based recommendations for target populations, administrations of vaccines, and other vaccine utilization recommendations. When we were developing pandemic plans for influenza, the ACIP and the National Vaccine Advisory Committee (NVAC) developed a joint working group precisely for this reason of consistency. Should that not also be considered for developing recommendations for use of the COVID-19 vaccines and include the NAM panel? Your partners at the Immunization Action Coalition and National Adult and Influenza Immunization Summit stand ready to help implement your important recommendations on COVID-19 vaccine. Finally, I would be remiss if I did not mention the importance of #notwindemic this fall season. A double, or twin epidemics, of flu on top of COVID-19 disease would be devastating. Couple that with the fact that flu and COVID-19 share multiple overlapping high-risk populations increases the significance that we do our best this fall season to #takefluoffthetable. To that end, it is important that we talk about expanding the influenza vaccination season, not just extending it. This season in particular, we need to start vaccinating people appropriately once vaccine is available and continue talking about and giving flu vaccinations through December and into 2021. We must reassure providers that it is alright to utilize the entire flu vaccination season to advocate for and give flu vaccine. Once again, thanks to this committee for all the incredible work that you do to keep our country safe from vaccine- preventable diseases. ",0,1,0,4,"I believe that as you develop recommendations for use of COVID-19 vaccines, and I have to shout out to today’s excellent presentations, you must continue to maintain ACIP’s high standards for evidence, clarity, and transparency as your deliberations proceed.","data, evidence, develop, flu",0,0,0,"This season in particular, we need to start vaccinating people appropriately once vaccine is available and continue talking about and giving flu vaccinations through December and into 2021.",0,
